"date","accident","copd","cvd","death","inf","pneu","resp","city","dow","tmpd","tmax","tmin","dptp","rhum","pm10","pm25","o3","no2","so2","co","date_lag_1","date_lag_2","date_lag_3","date_lag_4","date_lag_5","accident_lag_1","accident_lag_2","accident_lag_3","accident_lag_4","accident_lag_5","copd_lag_1","copd_lag_2","copd_lag_3","copd_lag_4","copd_lag_5","cvd_lag_1","cvd_lag_2","cvd_lag_3","cvd_lag_4","cvd_lag_5","death_lag_1","death_lag_2","death_lag_3","death_lag_4","death_lag_5","inf_lag_1","inf_lag_2","inf_lag_3","inf_lag_4","inf_lag_5","pneu_lag_1","pneu_lag_2","pneu_lag_3","pneu_lag_4","pneu_lag_5","resp_lag_1","resp_lag_2","resp_lag_3","resp_lag_4","resp_lag_5","city_lag_1","city_lag_2","city_lag_3","city_lag_4","city_lag_5","dow_lag_1","dow_lag_2","dow_lag_3","dow_lag_4","dow_lag_5","tmpd_lag_1","tmpd_lag_2","tmpd_lag_3","tmpd_lag_4","tmpd_lag_5","tmax_lag_1","tmax_lag_2","tmax_lag_3","tmax_lag_4","tmax_lag_5","tmin_lag_1","tmin_lag_2","tmin_lag_3","tmin_lag_4","tmin_lag_5","dptp_lag_1","dptp_lag_2","dptp_lag_3","dptp_lag_4","dptp_lag_5","rhum_lag_1","rhum_lag_2","rhum_lag_3","rhum_lag_4","rhum_lag_5","pm10_lag_1","pm10_lag_2","pm10_lag_3","pm10_lag_4","pm10_lag_5","pm25_lag_1","pm25_lag_2","pm25_lag_3","pm25_lag_4","pm25_lag_5","o3_lag_1","o3_lag_2","o3_lag_3","o3_lag_4","o3_lag_5","no2_lag_1","no2_lag_2","no2_lag_3","no2_lag_4","no2_lag_5","so2_lag_1","so2_lag_2","so2_lag_3","so2_lag_4","so2_lag_5","co_lag_1","co_lag_2","co_lag_3","co_lag_4","co_lag_5","death_nextDay","month","year","weekend","week","dow_Sunday","dow_Monday","dow_Tuesday","dow_Wednesday","dow_Thursday","dow_Friday","dow_Saturday","month_Jan","month_Feb","month_Mar","month_Apr","month_May","month_Jun","month_Jul","month_Aug","month_Sep","month_Oct","month_Nov","month_Dec","is_tmax_high","is_treated","pair","death_sum3","id"
"2000-08-01",1,2,12,25,0,0,2,"seat","Tuesday",68,77,59,51.8,NA,NA,3.8141399166,24.5577635558,15.415329233,1.865490834,776.3503908,"2000-07-31","2000-07-30","2000-07-29","2000-07-28","2000-07-27",1,0,1,0,0,2,1,1,1,0,13,12,7,9,8,22,21,22,13,16,0,0,0,NA,0,1,0,0,0,0,3,1,1,2,0,"seat","seat","seat","seat","seat","Monday","Sunday","Saturday","Friday","Thursday",68,74,70,67,69,79,85,81,73,78,57,62,59,60,59,59.1,64.2,60,59.8,56.4,NA,NA,NA,NA,NA,NA,NA,14.970842596,NA,NA,6.1195529546,8.8210582006,9.960281131,4.7180477086,4.3180477086,22.2888241619,29.5618904108,22.0160968891,8.478557081,14.895223744,15.484773677,20.8652084596,19.573541793,9.862491065,10.582885805,NA,NA,5.1988241674,2.698824167,2.323824167,1038.1179227,933.6251691,998.9411128,1132.3204673,1038.0557096,20,"Aug",2000,FALSE,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE,TRUE,202,68,202
"2000-08-23",2,3,9,16,0,0,3,"seat","Wednesday",70,83,57,53,NA,NA,12.8598814876,22.5804962106,29.4863042758,NA,1385.030754672,"2000-08-22","2000-08-21","2000-08-20","2000-08-19","2000-08-18",2,0,NA,3,0,1,0,1,2,4,8,8,7,4,18,23,24,13,16,31,0,0,0,0,0,1,2,1,0,0,2,2,2,2,4,"seat","seat","seat","seat","seat","Tuesday","Monday","Sunday","Saturday","Friday",68,65,64,61,60,80,75,73,68,65,55,54,54,53,54,53.2,52.2,51.3,51.7,53.9,NA,NA,NA,NA,NA,22.9708425956,NA,NA,NA,NA,9.4105250996,6.6210582006,3.4210582006,3.2097652776,4.9987047746,17.807763556,16.932763556,19.603557077,18.853557077,11.307763556,22.9759781889,18.209130363,11.231281219,9.262572395,13.146112764,3.0032514823,1.7646549913,2.2177442363,1.7865848153,1.8699181493,1142.8206097,1065.0307547,772.269615,822.5855587,1028.8536747,19,"Aug",2000,FALSE,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE,TRUE,203,63,203
"1987-08-10",4,2,46,71,0,3,5,"chic","Monday",71,80,62,63.125,75.25,18.451634039,NA,30.1314430623,19.705855221,4.0661616624,684.95462497,"1987-08-09","1987-08-08","1987-08-07","1987-08-06","1987-08-05",4,5,5,1,5,1,2,2,3,6,59,59,37,54,56,80,82,69,79,87,0,0,0,0,0,3,0,5,2,7,4,2,7,5,13,"chic","chic","chic","chic","chic","Sunday","Saturday","Friday","Thursday","Wednesday",72.5,73.5,79.5,72,72,78,77,90,86,80,67,70,69,58,64,64.125,73.625,67.375,62.125,55.75,78,96.25,66.625,58,59.625,23.319118434,50.281500879,50.12927778,44.1028174937,9.137300254,NA,NA,NA,NA,NA,26.578653563,23.590345005,45.349955538,29.6668837051,20.835088594,10.58040196,24.161469292,27.8274307058,33.6828752233,11.359982956,6.1160101014,4.8362727954,7.1819539844,5.5412405624,3.9599633024,202.95768129,556.32032874,745.94739063,1031.58229841,499.3287943,68,"Aug",1987,FALSE,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,1,233,204
"1988-07-22",7,1,52,70,0,1,2,"chic","Friday",71,80,62,59.125,65.625,9.074406605,NA,27.1831667756,20.620155765,3.0132842164,552.59256936,"1988-07-21","1988-07-20","1988-07-19","1988-07-18","1988-07-17",1,7,6,5,3,3,3,7,5,2,62,65,55,55,68,76,92,86,74,81,0,0,0,0,0,6,7,8,3,4,9,10,15,8,6,"chic","chic","chic","chic","chic","Thursday","Wednesday","Tuesday","Monday","Sunday",71.5,74,75,71.5,78,78,78,85,77,88,65,70,65,66,68,61.125,63.875,58.375,66.25,61,75.25,72.125,53.875,86.375,52.875,26.156801405,28.814824782,29.233068885,NA,16.066119204,NA,NA,NA,NA,NA,24.651949603,28.2041387044,25.90339267,23.295262004,30.8801990355,29.6033770911,24.472902955,26.228904112,32.4765793751,19.909297088,6.8654921984,8.2970004056,3.6160514304,3.1660670414,2.7666129354,640.11049811,596.90393237,702.15878483,840.19084935,500.80329627,75,"Jul",1988,FALSE,29,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,2,238,205
"1988-09-06",2,4,64,89,0,9,13,"chic","Tuesday",55,66,44,39.625,51.375,26.955733087,NA,16.43896532,30.459211658,6.2703321564,1161.66279909,"1988-09-05","1988-09-04","1988-09-03","1988-09-02","1988-09-01",2,3,6,5,5,1,1,3,2,5,51,41,41,54,50,81,79,71,76,82,0,0,0,0,0,7,8,5,4,5,8,9,8,6,10,"chic","chic","chic","chic","chic","Monday","Sunday","Saturday","Friday","Thursday",54,63,72,73,72,64,68,81,85,82,44,58,63,61,62,38,52.375,53.625,57.875,52.5,57.125,72.875,55.375,54.75,49.75,NA,21.644743247,31.898891682,58.803971292,41.9005720827,NA,NA,NA,NA,NA,25.274979924,33.6830630217,32.7819432814,34.5692773541,36.658353953,11.953201393,12.668139996,23.911459793,47.33541126,43.116948682,2.1722262494,3.9137759524,5.7609544224,12.5068388285,10.7470045803,502.29992813,432.01309858,600.40098441,1078.31953334,993.75592707,81,"Sep",1988,FALSE,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,FALSE,3,249,206
"1989-06-11",5,3,54,71,0,9,12,"chic","Sunday",60,75,45,50.5,54.375,31.298083699,NA,26.4787567599,27.0929278482,12.4140011742,1110.56749566,"1989-06-10","1989-06-09","1989-06-08","1989-06-07","1989-06-06",7,7,0,1,8,4,1,3,5,5,44,51,54,48,60,72,71,83,89,83,0,0,0,0,0,5,5,3,7,7,9,6,6,12,12,"chic","chic","chic","chic","chic","Saturday","Friday","Thursday","Wednesday","Tuesday",58.5,61,73,71.5,71,67,65,82,83,84,50,57,64,60,58,43.75,46.875,57.875,55.625,51.5,58.5,66.75,58.25,48.125,44.625,NA,37.27681522,NA,85.210535061,NA,NA,NA,NA,NA,NA,20.227721866,24.7053639,44.752891337,41.344900526,31.2815393789,12.909807455,16.19297565,32.7252994936,37.534801024,38.09345492,3.3807948552,4.553217597,11.0915164827,9.5240356297,8.5471638859,523.16805529,525.97269543,942.190822659,926.292309326,824.88086914,85,"Jun",1989,TRUE,23,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,FALSE,4,214,207
"1989-08-16",5,3,43,71,0,3,6,"chic","Wednesday",66.5,74,59,56.625,69,NA,NA,24.277062742,23.787853536,4.7765238988,813.76403332,"1989-08-15","1989-08-14","1989-08-13","1989-08-12","1989-08-11",1,2,1,8,1,2,3,5,4,3,47,46,38,43,51,71,79,55,71,82,0,0,0,0,0,4,5,2,4,4,6,8,7,8,7,"chic","chic","chic","chic","chic","Tuesday","Monday","Sunday","Saturday","Friday",69,71,71,72,70.5,76,78,83,83,80,62,64,59,61,61,61.625,63.25,62.5,60,62.25,78.75,87.75,72.125,79.875,76.5,14.816055465,56.830917299,49.852419106,82.859691833,93.003395537,NA,NA,NA,NA,NA,21.086303813,22.97818425,36.475009695,29.1071922175,32.3357727144,21.405927498,31.3374373444,30.7652801402,44.483495427,52.691104739,3.8974496079,5.8712637257,6.7640006828,6.5431104845,6.3517739127,744.39647935,1036.90896653,882.4911225727,1880.91476237,2193.16897793,88,"Aug",1989,FALSE,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,5,221,208
"1989-08-17",1,3,59,88,0,7,10,"chic","Thursday",66,78,54,55.875,66.375,31.022217086,NA,24.827933277,23.308158949,3.1410889708,957.951430958,"1989-08-16","1989-08-15","1989-08-14","1989-08-13","1989-08-12",5,1,2,1,8,3,2,3,5,4,43,47,46,38,43,71,71,79,55,71,0,0,0,0,0,3,4,5,2,4,6,6,8,7,8,"chic","chic","chic","chic","chic","Wednesday","Tuesday","Monday","Sunday","Saturday",66.5,69,71,71,72,74,76,78,83,83,59,62,64,59,61,56.625,61.625,63.25,62.5,60,69,78.75,87.75,72.125,79.875,NA,14.816055465,56.830917299,49.852419106,82.859691833,NA,NA,NA,NA,NA,24.277062742,21.086303813,22.97818425,36.475009695,29.1071922175,23.787853536,21.405927498,31.3374373444,30.7652801402,44.483495427,4.7765238988,3.8974496079,5.8712637257,6.7640006828,6.5431104845,813.76403332,744.39647935,1036.90896653,882.4911225727,1880.91476237,75,"Aug",1989,FALSE,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,6,230,209
"1991-07-27",6,1,49,79,0,2,3,"chic","Saturday",66.5,77,56,54.125,58.625,11.555016932,NA,27.6516117858,18.79154587,4.6022153854,471.73047539,"1991-07-26","1991-07-25","1991-07-24","1991-07-23","1991-07-22",0,6,3,5,3,4,6,2,5,7,46,35,51,48,63,76,82,81,88,86,0,0,0,0,0,4,9,2,4,2,8,15,4,9,9,"chic","chic","chic","chic","chic","Friday","Thursday","Wednesday","Tuesday","Monday",66,68,70.5,74.5,88,76,77,82,84,101,56,59,59,65,75,51.625,52.25,53.125,51.625,71.25,56.125,58.875,49.125,47.875,73,17.631557711,15.007042653,50.013215488,27.161505119,69.034820426,NA,NA,NA,NA,NA,22.67618645,20.72361105,23.9842913027,28.1018533766,33.755294572,19.044104437,15.751122799,26.11263168,19.683087537,25.537660288,3.4016867254,3.5620390494,5.9795062214,5.0484176464,8.0187320135,583.25737023,441.4529148,520.80496341,492.31954735,821.681008368,73,"Jul",1991,TRUE,30,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,7,237,210
"1991-08-07",0,3,37,71,0,4,7,"chic","Wednesday",72.5,79,66,63.375,72.625,40.079523529,NA,24.7662623287,32.061698593,10.3687848264,854.412286556,"1991-08-06","1991-08-05","1991-08-04","1991-08-03","1991-08-02",3,3,2,9,4,3,2,5,8,2,39,44,51,47,44,73,69,77,72,78,0,0,0,0,0,4,2,2,3,4,7,4,7,11,6,"chic","chic","chic","chic","chic","Tuesday","Monday","Sunday","Saturday","Friday",71.5,68,69,71,83.5,76,74,75,79,100,67,62,63,63,67,57.125,50.125,51,61.875,65.75,60.125,54.875,56.625,78.375,56.625,32.342479194,NA,12.979470242,13.440263752,123.851224709,NA,NA,NA,NA,NA,29.7734532106,26.6373884614,20.351398417,29.3106264939,37.761898155,21.405285155,19.871074667,13.991043363,17.923982881,53.373672298,7.7227833666,3.5617281494,3.4674605124,6.2823157164,12.1393055516,594.59475418,461.68138373,437.72112883,461.82671221,960.00081486,81,"Aug",1991,FALSE,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,8,213,211
"1991-08-08",5,6,47,81,0,3,9,"chic","Thursday",67.5,72,63,61.875,90,25.017849882,NA,24.8777460077,23.6651269228,3.8819329234,789.413204519,"1991-08-07","1991-08-06","1991-08-05","1991-08-04","1991-08-03",0,3,3,2,9,3,3,2,5,8,37,39,44,51,47,71,73,69,77,72,0,0,0,0,0,4,4,2,2,3,7,7,4,7,11,"chic","chic","chic","chic","chic","Wednesday","Tuesday","Monday","Sunday","Saturday",72.5,71.5,68,69,71,79,76,74,75,79,66,67,62,63,63,63.375,57.125,50.125,51,61.875,72.625,60.125,54.875,56.625,78.375,40.079523529,32.342479194,NA,12.979470242,13.440263752,NA,NA,NA,NA,NA,24.7662623287,29.7734532106,26.6373884614,20.351398417,29.3106264939,32.061698593,21.405285155,19.871074667,13.991043363,17.923982881,10.3687848264,7.7227833666,3.5617281494,3.4674605124,6.2823157164,854.412286556,594.59475418,461.68138373,437.72112883,461.82671221,84,"Aug",1991,FALSE,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,9,225,212
"1991-08-09",4,6,49,84,0,4,10,"chic","Friday",69.5,79,60,54.375,62.25,13.065568526,NA,26.4352470945,17.690410512,3.9207772874,542.72825401,"1991-08-08","1991-08-07","1991-08-06","1991-08-05","1991-08-04",5,0,3,3,2,6,3,3,2,5,47,37,39,44,51,81,71,73,69,77,0,0,0,0,0,3,4,4,2,2,9,7,7,4,7,"chic","chic","chic","chic","chic","Thursday","Wednesday","Tuesday","Monday","Sunday",67.5,72.5,71.5,68,69,72,79,76,74,75,63,66,67,62,63,61.875,63.375,57.125,50.125,51,90,72.625,60.125,54.875,56.625,25.017849882,40.079523529,32.342479194,NA,12.979470242,NA,NA,NA,NA,NA,24.8777460077,24.7662623287,29.7734532106,26.6373884614,20.351398417,23.6651269228,32.061698593,21.405285155,19.871074667,13.991043363,3.8819329234,10.3687848264,7.7227833666,3.5617281494,3.4674605124,789.413204519,854.412286556,594.59475418,461.68138373,437.72112883,75,"Aug",1991,FALSE,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,10,236,213
"1992-06-27",NA,2,41,73,0,1,3,"chic","Saturday",58,68,48,35.375,40.5,15.812388663,NA,21.8088288148,13.781526349,0.8677902275,652.11855547,"1992-06-26","1992-06-25","1992-06-24","1992-06-23","1992-06-22",3,3,4,2,2,7,6,NA,2,4,48,44,60,44,35,84,78,92,81,77,0,0,0,0,0,4,1,5,7,5,11,7,14,9,9,"chic","chic","chic","chic","chic","Friday","Thursday","Wednesday","Tuesday","Monday",61.5,64,62.5,66,52.5,71,80,73,74,64,52,48,52,58,41,52.375,57.5,51.25,52.25,43,72.25,69.25,71.375,66.375,55.5,39.8780936104,48.866842586,38.8505944856,47.914074573,60.987907918,NA,NA,NA,NA,NA,26.1503580125,24.2068846709,33.298594616,30.305721619,14.593476704,23.688898027,32.9622410161,28.2583569182,33.5684296673,35.216081184,2.4226706377,5.6819829285,5.0633311395,6.0682399674,8.61770814,647.87952457,1135.33882136,915.46769094,915.43279762,1417.32934942,70,"Jun",1992,TRUE,26,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,FALSE,11,235,214
"1992-06-28",0,1,33,70,0,4,5,"chic","Sunday",62,80,44,49,43.5,36.8213976685,NA,26.537977334,34.3242344847,8.8671016595,933.93910054,"1992-06-27","1992-06-26","1992-06-25","1992-06-24","1992-06-23",NA,3,3,4,2,2,7,6,NA,2,41,48,44,60,44,73,84,78,92,81,0,0,0,0,0,1,4,1,5,7,3,11,7,14,9,"chic","chic","chic","chic","chic","Saturday","Friday","Thursday","Wednesday","Tuesday",58,61.5,64,62.5,66,68,71,80,73,74,48,52,48,52,58,35.375,52.375,57.5,51.25,52.25,40.5,72.25,69.25,71.375,66.375,15.812388663,39.8780936104,48.866842586,38.8505944856,47.914074573,NA,NA,NA,NA,NA,21.8088288148,26.1503580125,24.2068846709,33.298594616,30.305721619,13.781526349,23.688898027,32.9622410161,28.2583569182,33.5684296673,0.8677902275,2.4226706377,5.6819829285,5.0633311395,6.0682399674,652.11855547,647.87952457,1135.33882136,915.46769094,915.43279762,76,"Jun",1992,TRUE,26,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,FALSE,12,227,215
"1992-09-28",4,5,45,78,0,3,8,"chic","Monday",49.5,58,41,36.75,68.625,28.336972895,NA,11.30991332,25.3366270717,4.5841842814,399.64269089,"1992-09-27","1992-09-26","1992-09-25","1992-09-24","1992-09-23",4,4,8,4,2,5,3,0,1,2,39,49,59,61,36,76,87,91,84,60,0,0,0,0,0,6,3,5,6,1,11,6,5,7,3,"chic","chic","chic","chic","chic","Sunday","Saturday","Friday","Thursday","Wednesday",59,63,59.5,53.5,49.5,68,70,73,65,59,50,56,46,42,40,43.125,60,53.75,41.25,39.375,64.125,89.625,66.375,51.875,69.5,16.4583209,18.84215461,44.316080106,27.288582856,23.450701922,NA,NA,NA,NA,NA,13.770275709,14.742019858,17.022892359,15.067956081,13.682764332,18.358320636,22.947060883,34.1674267087,27.8818954449,21.598186992,2.9595022051,2.0860601116,8.5306700174,7.1691154307,4.0970398052,454.78504699,664.29939039,827.894752327,959.28897381,922.57439369,81,"Sep",1992,FALSE,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,FALSE,13,241,216
"1993-07-01",7,6,42,74,0,4,10,"chic","Thursday",68.5,74,63,63.75,82.25,32.7767890768,NA,13.139955727,27.1426441894,3.7351579445,930.21673792,"1993-06-30","1993-06-29","1993-06-28","1993-06-27","1993-06-26",3,3,5,11,4,3,3,2,4,2,35,46,47,39,40,59,72,78,74,71,0,0,0,0,0,2,1,6,4,7,5,4,8,8,9,"chic","chic","chic","chic","chic","Wednesday","Tuesday","Monday","Sunday","Saturday",64,64.5,65.5,74.5,70.5,69,76,72,83,83,59,53,59,66,58,60.5,56.875,52.375,62,62.25,85.875,72.125,71.125,63.25,79.5,30.413788787,20.896526827,15.956955229,23.965101206,31.8664449023,NA,NA,NA,NA,NA,19.198519015,25.3646266881,21.2251444731,28.4757677163,20.693332012,19.873848922,21.361445331,22.9536354,19.051434467,22.347613273,3.8970841863,3.460847688,0.8415799452,2.0852759664,4.1803929818,516.40317839,603.95190314,642.15242606,639.82072481,594.26922734,88,"Jul",1993,FALSE,26,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,14,205,217
"1993-08-04",5,2,42,61,0,4,6,"chic","Wednesday",63.5,72,55,49,58.625,31.0463954112,NA,17.151151921,17.784200948,3.7413970736,515.41802845,"1993-08-03","1993-08-02","1993-08-01","1993-07-31","1993-07-30",3,3,3,8,7,4,3,5,2,4,42,56,43,42,50,77,87,90,66,95,0,0,0,0,0,7,3,8,5,6,11,6,13,7,10,"chic","chic","chic","chic","chic","Tuesday","Monday","Sunday","Saturday","Friday",70.5,68.5,75.5,72,69.5,80,78,84,82,81,61,59,67,62,58,55.875,57.125,63,68.125,59.625,62.375,62.75,60.375,77,64,35.0736562125,35.1365131164,18.923163011,38.3620227219,30.217770072,NA,NA,NA,NA,NA,17.071774647,18.71502512,30.255492276,26.37951039,21.1692510372,18.638396592,19.544103055,12.733212219,26.1637755241,21.904314262,7.0705172016,5.115121357,4.8515810171,9.8823458171,4.3221471871,442.97627126,419.22481738,304.87247798,711.09162364,656.18128296,63,"Aug",1993,FALSE,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,15,225,218
"1993-09-02",1,2,45,68,0,3,5,"chic","Thursday",67,73,61,69.75,95.25,29.4392984,NA,4.953662594,23.593469717,0.6613406646,911.02129056,"1993-09-01","1993-08-31","1993-08-30","1993-08-29","1993-08-28",5,6,4,5,6,1,2,1,6,1,26,57,46,34,52,56,74,78,65,77,0,0,0,0,0,3,7,8,7,4,4,9,9,13,5,"chic","chic","chic","chic","chic","Wednesday","Tuesday","Monday","Sunday","Saturday",64.5,64,79,71,72,75,73,89,76,77,54,55,69,66,67,56.125,52.375,72.375,69.875,61.25,69.25,67.375,83.375,92.875,70.375,24.497597544,12.950314653,66.88430805,24.044240413,11.240081553,NA,NA,NA,NA,NA,19.419861461,17.31184882,27.5527295868,21.3171672879,21.5122790185,29.3654192439,18.507331691,21.712455448,17.962333836,10.971352391,5.4519330594,1.1122871828,3.4553782245,1.7503871183,1.8218474971,1118.39537081,661.91624374,777.577034422,641.65582959,423.64251382,67,"Sep",1993,FALSE,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,FALSE,16,198,219
"1993-09-16",3,7,44,75,0,4,11,"chic","Thursday",55,59,51,49.25,76,28.665865059,NA,6.527203244,22.430555385,7.4432700607,768.62558294,"1993-09-15","1993-09-14","1993-09-13","1993-09-12","1993-09-11",6,4,2,8,5,2,2,2,2,NA,44,40,55,41,58,79,65,85,80,81,0,0,0,0,0,5,5,4,6,8,7,7,6,8,NA,"chic","chic","chic","chic","chic","Wednesday","Tuesday","Monday","Sunday","Saturday",53,62,73.5,70.5,55,55,71,77,80,68,51,53,70,61,42,45.5,53.25,70,64.125,49.5,77.875,96.5,87.5,69.375,65,8.737141396,12.792532546,33.6763536,38.0506126598,34.0257057889,NA,NA,NA,NA,NA,9.662462524,9.266996764,30.655110325,35.964745109,15.355355975,14.609342681,12.296912709,19.654414527,10.688119572,20.808959875,1.1158244748,1.0480211185,1.926421728,2.3219223899,4.847711626,399.50862991,437.50014737,352.69990156,185.31952445,583.2467631,91,"Sep",1993,FALSE,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,FALSE,17,219,220
"1994-06-03",5,2,45,76,0,2,4,"chic","Friday",57,72,42,40.75,48.875,49.616800709,NA,25.5897664755,33.4974467234,4.6999801959,951.96892806,"1994-06-02","1994-06-01","1994-05-31","1994-05-30","1994-05-29",5,7,3,2,3,2,8,5,1,4,58,54,45,51,42,73,79,87,74,69,0,0,0,0,0,3,3,10,5,0,5,11,15,6,4,"chic","chic","chic","chic","chic","Thursday","Wednesday","Tuesday","Monday","Sunday",55,56,75,77,69.5,65,62,85,90,82,45,50,65,64,57,27.5,34.25,40.5,59.375,48.75,35.125,49.875,30.5,46.5,38.75,14.079210773,26.744920542,49.217398119,46.14580847,48.528444638,NA,NA,NA,NA,NA,27.8485236739,24.8318018417,27.8298129122,46.953475051,45.093880399,17.982020666,17.919226481,25.718206528,18.936623034,20.761628915,2.3330994597,1.7993784508,4.5262832733,11.7856005369,8.3467543597,693.53855606,616.88838895,611.49601396,520.92427938,517.83835159,74,"Jun",1994,FALSE,22,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,FALSE,18,228,221
"1994-08-07",2,5,49,69,0,5,10,"chic","Sunday",65,79,51,57.25,56.375,21.985752281,NA,32.8572815,26.7158511594,5.2065145559,840.982459595,"1994-08-06","1994-08-05","1994-08-04","1994-08-03","1994-08-02",1,5,2,1,7,4,4,3,5,5,37,44,46,39,31,57,74,80,78,59,0,0,0,0,0,3,5,2,4,5,7,9,5,9,10,"chic","chic","chic","chic","chic","Saturday","Friday","Thursday","Wednesday","Tuesday",60,59,69.5,71.5,69,71,67,79,87,77,49,51,60,56,61,50.75,47.375,53.75,68.125,58,59.25,63.875,71.375,77.375,71.75,33.487407022,10.391913249,41.3960866265,58.239072553,35.596317878,NA,NA,NA,NA,NA,20.423859514,19.163764554,20.301247051,22.0316117232,25.9160695492,24.804992898,12.115407115,20.957012987,32.3132524585,15.750541513,1.8872200528,0.4831956187,1.4631686616,5.3192016222,1.7599604493,1018.01410837,521.73359,534.75013615,958.78435427,580.39565166,81,"Aug",1994,TRUE,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,19,200,222
"1994-08-15",6,2,50,66,0,4,6,"chic","Monday",66.5,77,56,51.5,57.625,28.121525283,NA,15.13447291,26.2944661446,5.040586349,636.70836937,"1994-08-14","1994-08-13","1994-08-12","1994-08-11","1994-08-10",4,3,4,7,3,1,5,5,1,6,42,54,37,61,41,80,83,72,92,87,0,0,0,0,0,5,8,2,NA,3,6,13,7,8,9,"chic","chic","chic","chic","chic","Sunday","Saturday","Friday","Thursday","Wednesday",64.5,75,65.5,63.5,61,71,80,69,67,66,58,70,62,60,56,50.875,70.75,64.75,59.25,57.5,61.75,84.625,89.375,86.25,90.625,29.053243006,37.0456442224,39.6943922342,25.53044665,NA,NA,NA,NA,NA,NA,19.293776451,23.1227018101,16.329218781,23.3176157825,6.395962687,14.985642933,21.484966384,30.85390358,23.174324229,29.5084273611,2.3653630356,1.7996381502,1.6549230194,0.8238800573,2.0091421767,357.94877118,540.06896144,883.308030797,621.66872881,800.20973632,96,"Aug",1994,FALSE,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,20,229,223
"1994-09-07",2,7,49,84,0,2,9,"chic","Wednesday",65,77,53,51.75,58.5,47.920981469,NA,12.893071455,33.5826395795,2.5317644104,862.959165965,"1994-09-06","1994-09-05","1994-09-04","1994-09-03","1994-09-02",1,4,6,5,4,6,3,5,3,3,38,48,32,42,44,71,70,69,76,79,0,0,0,0,0,5,4,5,3,5,11,7,10,6,8,"chic","chic","chic","chic","chic","Tuesday","Monday","Sunday","Saturday","Friday",67,61.5,59.5,62,59,76,65,66,67,67,58,58,53,57,51,52,60.375,54.5,53.875,50.5,63.5,89.875,79.25,77.125,64,NA,37.9719638247,14.941813226,33.499649331,79.957316414,NA,NA,NA,NA,NA,14.978360601,26.0399372882,22.818699315,16.811999446,8.249165787,25.9600870262,18.816694389,26.5048303545,29.5503049498,35.480620855,1.3946260844,1.0358765564,1.6310316677,2.9445189681,4.8102579706,515.13397283,431.46436267,655.28264851,813.392233976,1309.63262461,73,"Sep",1994,FALSE,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,FALSE,21,225,224
