"date","accident","copd","cvd","death","inf","pneu","resp","city","dow","tmpd","tmax","tmin","dptp","rhum","pm10","pm25","o3","no2","so2","co","date_lag_1","date_lag_2","date_lag_3","date_lag_4","date_lag_5","accident_lag_1","accident_lag_2","accident_lag_3","accident_lag_4","accident_lag_5","copd_lag_1","copd_lag_2","copd_lag_3","copd_lag_4","copd_lag_5","cvd_lag_1","cvd_lag_2","cvd_lag_3","cvd_lag_4","cvd_lag_5","death_lag_1","death_lag_2","death_lag_3","death_lag_4","death_lag_5","inf_lag_1","inf_lag_2","inf_lag_3","inf_lag_4","inf_lag_5","pneu_lag_1","pneu_lag_2","pneu_lag_3","pneu_lag_4","pneu_lag_5","resp_lag_1","resp_lag_2","resp_lag_3","resp_lag_4","resp_lag_5","city_lag_1","city_lag_2","city_lag_3","city_lag_4","city_lag_5","dow_lag_1","dow_lag_2","dow_lag_3","dow_lag_4","dow_lag_5","tmpd_lag_1","tmpd_lag_2","tmpd_lag_3","tmpd_lag_4","tmpd_lag_5","tmax_lag_1","tmax_lag_2","tmax_lag_3","tmax_lag_4","tmax_lag_5","tmin_lag_1","tmin_lag_2","tmin_lag_3","tmin_lag_4","tmin_lag_5","dptp_lag_1","dptp_lag_2","dptp_lag_3","dptp_lag_4","dptp_lag_5","rhum_lag_1","rhum_lag_2","rhum_lag_3","rhum_lag_4","rhum_lag_5","pm10_lag_1","pm10_lag_2","pm10_lag_3","pm10_lag_4","pm10_lag_5","pm25_lag_1","pm25_lag_2","pm25_lag_3","pm25_lag_4","pm25_lag_5","o3_lag_1","o3_lag_2","o3_lag_3","o3_lag_4","o3_lag_5","no2_lag_1","no2_lag_2","no2_lag_3","no2_lag_4","no2_lag_5","so2_lag_1","so2_lag_2","so2_lag_3","so2_lag_4","so2_lag_5","co_lag_1","co_lag_2","co_lag_3","co_lag_4","co_lag_5","death_nextDay","month","year","weekend","week","dow_Sunday","dow_Monday","dow_Tuesday","dow_Wednesday","dow_Thursday","dow_Friday","dow_Saturday","month_Jan","month_Feb","month_Mar","month_Apr","month_May","month_Jun","month_Jul","month_Aug","month_Sep","month_Oct","month_Nov","month_Dec","is_tmax_high","is_treated","pair","death_sum3","id"
"1992-07-16",7,9,67,105,0,7,16,"la","Thursday",74.5,88,66,64,72.625,NA,NA,36.980924098,39.8509338926,3.5111935072,1255.9086436,"1992-07-15","1992-07-14","1992-07-13","1992-07-12","1992-07-11",11,4,6,10,6,3,5,5,7,3,69,70,61,55,69,99,104,91,93,95,0,0,0,0,0,7,3,6,9,5,10,8,11,16,8,"la","la","la","la","la","Wednesday","Tuesday","Monday","Sunday","Saturday",72.75,74.5,76,72.75,73,84,87,85,78,81,66,66,70,68,68,64.625,66.1875,67.3125,67.6875,66.6875,80.0625,86.5,80.375,84.5,83.5625,NA,NA,NA,NA,8.47731481,NA,NA,NA,NA,8.240569004,24.0732556364,19.846968524,10.617888898,4.396372164,5.948496599,32.09832331,22.630016721,18.108315288,11.285448242,11.90264286,2.832767915,1.043851681,0.290372194,-0.200762674,-0.321965771,1035.3317327,722.83663,677.2243684,314.1831809,446.8832799,99,"Jul",1992,FALSE,29,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,TRUE,55,308,55
"1992-07-17",6,4,70,99,0,6,10,"la","Friday",74.75,90,66,63.625,69.6875,44.4285957909,22.893251231,41.933023829,43.8001485848,3.5939763567,1276.7019604,"1992-07-16","1992-07-15","1992-07-14","1992-07-13","1992-07-12",7,11,4,6,10,9,3,5,5,7,67,69,70,61,55,105,99,104,91,93,0,0,0,0,0,7,7,3,6,9,16,10,8,11,16,"la","la","la","la","la","Thursday","Wednesday","Tuesday","Monday","Sunday",74.5,72.75,74.5,76,72.75,88,84,87,85,78,66,66,66,70,68,64,64.625,66.1875,67.3125,67.6875,72.625,80.0625,86.5,80.375,84.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.980924098,24.0732556364,19.846968524,10.617888898,4.396372164,39.8509338926,32.09832331,22.630016721,18.108315288,11.285448242,3.5111935072,2.832767915,1.043851681,0.290372194,-0.200762674,1255.9086436,1035.3317327,722.83663,677.2243684,314.1831809,100,"Jul",1992,FALSE,29,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,TRUE,56,303,56
"1992-08-06",4,5,62,109,0,6,11,"la","Thursday",74,84,66,64.8125,80.6875,NA,NA,26.8970643784,33.364782325,1.54139985,835.2035148,"1992-08-05","1992-08-04","1992-08-03","1992-08-02","1992-08-01",5,7,3,6,3,2,2,11,6,8,61,71,70,64,51,92,99,107,106,85,0,0,0,0,0,5,8,9,6,3,7,10,20,12,11,"la","la","la","la","la","Wednesday","Tuesday","Monday","Sunday","Saturday",74.25,75,74.25,74,73,86,83,80,84,83,66,66,68,67,65,65.1875,64.5625,66.3125,65.3125,65.4375,82.25,77.25,81.1875,76.9375,79.1875,NA,37.305371564,NA,NA,NA,NA,17.821103896,NA,NA,NA,28.7649581052,23.7248518291,30.5608487511,52.891877393,58.773502183,30.708145346,26.575107755,30.872445555,33.193051004,42.9962623049,2.3008045083,1.904249027,2.2042196371,4.2948071229,4.0893832473,795.0925449,608.2630889,840.0269701,900.991531,1248.6537454,94,"Aug",1992,FALSE,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE,TRUE,57,300,57
"1992-08-07",9,4,73,94,0,6,10,"la","Friday",75.25,83,68,65.875,79.375,NA,NA,29.921235422,31.623885379,1.313446424,784.2678044,"1992-08-06","1992-08-05","1992-08-04","1992-08-03","1992-08-02",4,5,7,3,6,5,2,2,11,6,62,61,71,70,64,109,92,99,107,106,0,0,0,0,0,6,5,8,9,6,11,7,10,20,12,"la","la","la","la","la","Thursday","Wednesday","Tuesday","Monday","Sunday",74,74.25,75,74.25,74,84,86,83,80,84,66,66,66,68,67,64.8125,65.1875,64.5625,66.3125,65.3125,80.6875,82.25,77.25,81.1875,76.9375,NA,NA,37.305371564,NA,NA,NA,NA,17.821103896,NA,NA,26.8970643784,28.7649581052,23.7248518291,30.5608487511,52.891877393,33.364782325,30.708145346,26.575107755,30.872445555,33.193051004,1.54139985,2.3008045083,1.904249027,2.2042196371,4.2948071229,835.2035148,795.0925449,608.2630889,840.0269701,900.991531,92,"Aug",1992,FALSE,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE,TRUE,58,295,58
"1992-09-19",5,5,62,99,0,7,12,"la","Saturday",71.5,87,60,62.3125,78.0625,NA,NA,34.817644343,48.7533209,2.9957573189,1739.5276727,"1992-09-18","1992-09-17","1992-09-16","1992-09-15","1992-09-14",5,5,4,5,3,6,5,5,8,6,69,61,69,68,61,102,101,100,99,88,0,0,0,0,0,5,10,9,8,4,11,15,14,16,10,"la","la","la","la","la","Friday","Thursday","Wednesday","Tuesday","Monday",73.75,74.5,71.5,70.25,70.5,89,87,85,81,80,64,65,63,63,64,59.625,59,63.4375,60.75,60.5,73.0625,62.8125,78.8125,80.0625,77.75,NA,NA,NA,37.438355981,NA,NA,NA,NA,24.6484523807,NA,18.516484037,24.6961101,24.5537987622,23.5968763703,24.2888011595,43.4513170429,53.524417992,47.0348915881,41.113447421,42.6220849968,5.5611220877,5.0678764093,2.6430523078,3.4042196693,3.4362342447,1526.17495101,1835.70824255,1520.87558548,1128.8854996,992.3873031,111,"Sep",1992,TRUE,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,TRUE,59,302,59
"1993-06-27",6,4,56,89,0,2,6,"la","Sunday",70,81,63,61,81.375,NA,NA,46.491525797,25.494925496,1.302304596,738.4130318,"1993-06-26","1993-06-25","1993-06-24","1993-06-23","1993-06-22",4,2,11,4,6,6,6,7,5,2,68,60,57,62,52,105,98,90,98,88,0,0,0,0,0,5,6,5,3,6,11,12,12,8,8,"la","la","la","la","la","Saturday","Friday","Thursday","Wednesday","Tuesday",71.25,71.75,73,71.5,69,81,81,79,80,76,64,66,68,64,62,62.25,65.0625,65,63.375,60.3125,83.9375,83.1875,81.0625,72.625,71.5,NA,NA,52.693547812,NA,NA,NA,NA,23.4255858836,NA,NA,50.830242872,44.00070742,35.49341645,43.475060723,28.313034201,31.050528503,42.8424761285,38.6406372457,37.5035768964,29.539908724,1.012735742,1.449277181,0.973366632,2.0876663474,1.9843685031,918.4982423,1423.387343204,1058.4625989,987.8717032,696.8957436,87,"Jun",1993,TRUE,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE,TRUE,60,292,60
"1993-08-01",11,7,75,131,0,3,10,"la","Sunday",73,89,64,64.25,80.125,NA,NA,48.90313052,39.9549424195,2.338693114,1179.2482955,"1993-07-31","1993-07-30","1993-07-29","1993-07-28","1993-07-27",7,8,9,8,7,7,6,6,4,5,63,72,63,55,56,93,117,99,80,102,0,0,0,0,0,5,5,7,1,9,12,11,13,5,14,"la","la","la","la","la","Saturday","Friday","Thursday","Wednesday","Tuesday",72.75,70.75,71.5,69.75,71.25,87,84,80,75,78,64,62,65,65,65,63.5625,63.125,59.9375,60.9375,60.75,84.1875,80.1875,74.625,76.0625,76.1875,NA,33.026486404,NA,NA,NA,NA,19.167389162,NA,NA,NA,39.354706488,30.027285883,35.699103919,29.0072015832,28.5267864007,37.9143769526,38.4897448349,24.050296992,20.497758648,22.853792181,1.536844957,1.656448642,-0.396706617,0.121330811,0.027321267,1111.5859335,1196.8227333,591.3896378,554.2719887,513.8569876,102,"Aug",1993,TRUE,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE,TRUE,61,341,61
"1994-06-19",8,3,57,90,0,9,12,"la","Sunday",70.25,84,61,58.8125,74.375,33.623508665,16.444252874,45.968579578,32.393699373,3.0805323706,1089.3720942,"1994-06-18","1994-06-17","1994-06-16","1994-06-15","1994-06-14",6,6,6,7,6,7,0,4,6,8,64,47,59,62,61,94,76,97,101,101,0,0,0,0,0,1,6,7,3,4,8,6,11,9,12,"la","la","la","la","la","Saturday","Friday","Thursday","Wednesday","Tuesday",69.5,68.25,69,66.75,66.5,83,81,78,71,71,59,59,63,64,63,55.9375,56.625,57.0625,58.0625,58.6875,62.6875,67.4375,70.3125,75.5625,79,NA,NA,NA,21.22459016,NA,NA,NA,NA,NA,NA,46.835866535,38.32944459,33.805038459,21.175666948,29.5365262242,41.3278169517,41.9747278125,32.808657894,24.847010451,24.313204911,2.62464841,2.2646126744,1.8063041577,1.0982239508,1.2039019338,1380.42270049,1284.7379849,843.7384,626.6765773,696.7946095,116,"Jun",1994,TRUE,24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE,TRUE,62,260,62
"1994-07-25",3,3,60,88,0,5,8,"la","Monday",72.25,88,63,60.8125,71.5625,43.2267473123,17.589633174,36.136448788,45.8794004467,1.9086434166,1560.47881723,"1994-07-24","1994-07-23","1994-07-22","1994-07-21","1994-07-20",4,9,6,NA,8,5,5,2,5,10,63,71,62,66,57,96,95,98,104,94,0,0,0,0,0,4,4,4,5,7,9,9,6,10,17,"la","la","la","la","la","Sunday","Saturday","Friday","Thursday","Wednesday",70.5,68.5,68.25,70,67.75,84,81,79,80,77,62,60,61,62,61,58.9375,57.6875,58.875,59.25,59.125,70.125,69.25,77.125,75.5,75.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.386698857,34.438078745,30.8066906697,31.2844055593,26.9187205419,34.194729978,31.124815119,35.919640667,36.277698009,41.0157321795,1.5666872164,1.0686328185,1.1152836552,1.7125371004,2.0767725842,1199.831704,977.0069529,1096.6591981,1008.087918,1045.7750216,113,"Jul",1994,FALSE,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,TRUE,63,279,63
"1994-07-26",7,4,62,113,0,9,13,"la","Tuesday",72.5,87,64,61.625,71.25,NA,NA,43.57343431,49.864687766,2.5958911071,1671.48305472,"1994-07-25","1994-07-24","1994-07-23","1994-07-22","1994-07-21",3,4,9,6,NA,3,5,5,2,5,60,63,71,62,66,88,96,95,98,104,0,0,0,0,0,5,4,4,4,5,8,9,9,6,10,"la","la","la","la","la","Monday","Sunday","Saturday","Friday","Thursday",72.25,70.5,68.5,68.25,70,88,84,81,79,80,63,62,60,61,62,60.8125,58.9375,57.6875,58.875,59.25,71.5625,70.125,69.25,77.125,75.5,43.2267473123,NA,NA,NA,NA,17.589633174,NA,NA,NA,NA,36.136448788,38.386698857,34.438078745,30.8066906697,31.2844055593,45.8794004467,34.194729978,31.124815119,35.919640667,36.277698009,1.9086434166,1.5666872164,1.0686328185,1.1152836552,1.7125371004,1560.47881723,1199.831704,977.0069529,1096.6591981,1008.087918,109,"Jul",1994,FALSE,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,TRUE,64,297,64
"1994-08-04",2,5,53,86,0,4,9,"la","Thursday",71.5,85,63,62.1875,76.1875,NA,NA,40.757006116,49.52279826,2.6545902365,1561.02372423,"1994-08-03","1994-08-02","1994-08-01","1994-07-31","1994-07-30",4,4,1,7,3,5,8,6,5,3,73,54,67,50,65,95,88,116,84,100,0,0,0,0,0,2,10,4,3,5,7,18,10,8,8,"la","la","la","la","la","Wednesday","Tuesday","Monday","Sunday","Saturday",70.5,71.25,70.75,71,70.25,82,85,82,80,74,63,62,63,65,66,62.625,61.8125,59.875,60.4375,61.625,76.75,76.1875,72.75,79,79,NA,NA,NA,32.499385246,NA,NA,NA,NA,22.702861953,NA,33.7397923009,35.133906514,34.743526845,44.544924312,33.4622246784,45.3262738376,41.5610005741,36.695467013,24.006690271,25.880719871,2.5112137721,2.1576555825,1.546013703,1.1423274778,1.2447098482,1535.61373324,1393.41281942,1173.8976727,845.3848408,847.5611951,77,"Aug",1994,FALSE,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE,TRUE,65,269,65
"1994-08-18",5,3,NA,109,0,7,10,"la","Thursday",77.5,84,71,66.6875,75.9375,31.404847237,15.885935143,20.025194121,26.752758931,1.7087218928,850.1596672,"1994-08-17","1994-08-16","1994-08-15","1994-08-14","1994-08-13",3,2,9,12,12,13,8,6,4,10,80,71,83,86,84,111,111,121,122,115,0,0,0,0,0,6,9,9,9,4,19,17,15,13,14,"la","la","la","la","la","Wednesday","Tuesday","Monday","Sunday","Saturday",78,77.5,79.25,81,85,86,85,88,91,99,70,71,70,71,74,67.8125,68.375,69,61,62.9375,78.875,81.6875,75.4375,56.6875,51.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.07036411,25.2857411195,30.4741133615,37.468473072,46.217989438,25.949085001,40.0978030412,43.6433173072,31.444330637,38.3106939629,1.9806552936,3.6034573286,3.4904293946,2.1489589849,2.6279318763,992.210213,1351.70855169,1495.902442918,1135.8828412,1222.8632138,110,"Aug",1994,FALSE,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE,TRUE,66,331,66
"1994-09-28",4,8,60,92,0,7,15,"la","Wednesday",76.75,89,68,63.25,70.5625,NA,NA,12.42580135,51.71316646,3.3737175201,1870.81137039,"1994-09-27","1994-09-26","1994-09-25","1994-09-24","1994-09-23",3,7,8,4,5,3,3,7,6,6,66,54,56,58,45,88,79,82,105,85,0,0,0,0,0,6,3,4,4,8,9,6,11,10,14,"la","la","la","la","la","Tuesday","Monday","Sunday","Saturday","Friday",79.25,73,74,70.25,72,94,82,91,80,83,67,65,63,63,65,58.875,58.5625,59.375,61.375,60,58.75,62.9375,64.75,79.375,73.375,57.640089419,NA,NA,NA,30.154576503,22.9999999996,NA,NA,NA,17.81062802,19.090998939,13.281162888,35.173389381,19.248130589,19.385123922,48.056008826,58.7914044,37.8045233021,35.400205613,37.8524612399,2.7816190487,2.7997214546,1.8614284589,1.8431677034,1.7025879929,1802.54330144,2437.2870476,1547.18149928,1365.59007702,1341.51281826,78,"Sep",1994,FALSE,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,TRUE,67,259,67
"1995-07-10",6,13,66,99,0,5,18,"la","Monday",73.5,90,63,54.75,49.8125,NA,NA,25.7787985067,38.2206192885,2.3498208204,921.2420127,"1995-07-09","1995-07-08","1995-07-07","1995-07-06","1995-07-05",9,7,9,8,9,4,9,6,11,3,59,56,63,62,60,114,106,93,107,101,0,0,0,0,0,10,7,3,6,7,14,16,9,17,10,"la","la","la","la","la","Sunday","Saturday","Friday","Thursday","Wednesday",70.5,69.25,68.5,67.75,67,86,83,77,73,76,61,61,60,61,60,59.625,61.0625,62.3125,61.6875,60.3125,69.9375,81.4375,86,85.9375,82.125,NA,41.388629676,NA,NA,NA,NA,NA,NA,NA,NA,40.817022743,45.829053909,42.562920288,39.974448755,39.614095609,33.264753239,40.8251848499,45.7661483551,35.812211395,33.456698889,1.904166621,1.602479108,1.221447164,1.721201523,2.2169728151,770.0665953,990.7872376,1123.5660964,887.3206581,876.4015899,79,"Jul",1995,FALSE,28,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,TRUE,68,319,68
"1995-07-17",8,9,68,90,0,9,18,"la","Monday",72.25,85,63,61.375,76.875,NA,NA,32.631594745,37.260918031,2.123929551,828.7662009,"1995-07-16","1995-07-15","1995-07-14","1995-07-13","1995-07-12",7,8,5,5,4,5,8,8,5,5,53,71,70,60,63,83,114,103,102,82,0,0,0,0,0,8,6,7,9,6,13,14,15,14,11,"la","la","la","la","la","Sunday","Saturday","Friday","Thursday","Wednesday",73,68.5,68,68.25,69.75,86,83,75,79,83,63,59,61,60,59,61.875,59.4375,60.375,58.375,54.5,72.5,76,80.9375,69.8125,62.375,NA,NA,40.622744744,NA,NA,NA,NA,NA,NA,NA,26.2118444322,46.742496275,37.647451115,31.1785433997,24.7068798847,35.033885966,38.7979114072,41.1970243833,38.8545082355,30.863318513,1.654890766,2.4965770692,2.2369782087,2.2528490757,2.005543552,830.997259,999.9122056,885.6090638,956.5129372,699.3664031,85,"Jul",1995,FALSE,29,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,TRUE,69,287,69
"1995-09-04",4,4,64,96,0,5,9,"la","Monday",74.5,90,65,57.625,61.9375,NA,NA,33.390696915,34.40906576,3.0718404168,735.8816265,"1995-09-03","1995-09-02","1995-09-01","1995-08-31","1995-08-30",7,6,9,5,4,6,10,5,6,6,60,79,64,59,60,104,118,101,100,115,0,0,0,0,0,3,7,11,7,5,9,17,16,13,11,"la","la","la","la","la","Sunday","Saturday","Friday","Thursday","Wednesday",75.75,77.25,74.5,75.75,78.5,89,91,90,93,96,67,66,65,65,67,58.3125,59,59.3125,59.625,59.25,60.8125,60.375,63.125,68.125,63.0625,NA,NA,NA,49.5095313154,NA,NA,NA,NA,NA,NA,32.7578518214,36.773651842,31.3522420122,28.274952447,33.702048139,35.733066624,46.9841809567,58.430048854,52.434159794,53.048828893,3.3839394455,3.3273581471,3.3193704402,2.8819897552,3.5760232693,1028.8715408,1380.94654684,1754.00399413,1487.63712844,1368.93346279,103,"Sep",1995,FALSE,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,TRUE,70,318,70
"1995-09-06",6,7,66,112,0,9,16,"la","Wednesday",79.25,90,69,64.1875,71.375,38.943742869,NA,23.4747815602,46.0247643251,2.9530083357,1255.3938492356,"1995-09-05","1995-09-04","1995-09-03","1995-09-02","1995-09-01",5,4,7,6,9,5,4,6,10,5,68,64,60,79,64,103,96,104,118,101,0,0,0,0,0,8,5,3,7,11,13,9,9,17,16,"la","la","la","la","la","Tuesday","Monday","Sunday","Saturday","Friday",75.25,74.5,75.75,77.25,74.5,91,90,89,91,90,62,65,67,66,65,60.5,57.625,58.3125,59,59.3125,62.5,61.9375,60.8125,60.375,63.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7509164789,33.390696915,32.7578518214,36.773651842,31.3522420122,53.727957636,34.40906576,35.733066624,46.9841809567,58.430048854,3.5759187983,3.0718404168,3.3839394455,3.3273581471,3.3193704402,1502.47522801,735.8816265,1028.8715408,1380.94654684,1754.00399413,96,"Sep",1995,FALSE,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,TRUE,71,311,71
"1995-09-13",2,2,54,91,0,8,10,"la","Wednesday",74.75,91,64,60.3125,64.375,NA,NA,34.366991665,56.953552228,3.6774224084,1733.66256849,"1995-09-12","1995-09-11","1995-09-10","1995-09-09","1995-09-08",3,7,4,8,4,7,8,1,7,9,49,66,66,56,64,101,92,84,102,96,0,0,0,0,0,6,6,4,8,7,13,14,5,15,16,"la","la","la","la","la","Tuesday","Monday","Sunday","Saturday","Friday",75.25,72.25,68,70.25,70.5,89,88,79,82,83,64,61,60,62,63,60.25,59.3125,59.6875,59.75,60.8125,66.375,67.5625,76.375,79.125,81.5,48.9990745857,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.915457373,33.613747553,31.2864336598,27.0853417898,24.2176219644,56.478548802,49.168520644,32.651307541,30.375525789,36.957033875,4.2744841515,3.3585415266,2.8541545903,2.057082142,2.7156588583,1591.01955159,1531.23462069,839.8581237,705.361768,917.3213023,108,"Sep",1995,FALSE,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,TRUE,72,284,72
"1996-07-01",2,NA,70,110,0,9,20,"la","Monday",73.75,94,62,58.6875,66.5,NA,NA,27.720323951,42.4065982996,2.2712861543,1237.68747208,"1996-06-30","1996-06-29","1996-06-28","1996-06-27","1996-06-26",10,4,6,2,10,5,6,8,6,3,61,71,60,73,68,92,114,99,107,96,0,0,0,0,0,3,12,8,3,8,8,18,16,9,11,"la","la","la","la","la","Sunday","Saturday","Friday","Thursday","Wednesday",77,77.25,66.75,63.75,63.5,91,100,80,73,69,64,61,57,57,58,60,55.25,56.6875,54.625,52.125,68.25,49.8125,64.9375,70.75,70.8125,NA,NA,NA,NA,16.745600608,NA,NA,NA,NA,NA,44.731350242,34.590038161,21.627576028,16.473154934,19.326651518,36.973812423,44.9229229133,33.780642327,21.480001365,17.493419477,2.81357323,4.8034418896,2.6317556115,1.489321577,1.050011788,1114.4265754,1415.05214535,1002.682318,581.319778,457.8136043,114,"Jul",1996,FALSE,27,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,TRUE,73,316,73
"1996-07-03",4,3,64,99,0,5,8,"la","Wednesday",72,86,64,61.25,76.5,NA,NA,17.77098634,49.303259364,3.4509168869,1360.606968201,"1996-07-02","1996-07-01","1996-06-30","1996-06-29","1996-06-28",4,2,10,4,6,10,NA,5,6,8,68,70,61,71,60,114,110,92,114,99,0,0,0,0,0,11,9,3,12,8,21,20,8,18,16,"la","la","la","la","la","Tuesday","Monday","Sunday","Saturday","Friday",72.5,73.75,77,77.25,66.75,88,94,91,100,80,63,62,64,61,57,60.6875,58.6875,60,55.25,56.6875,76.6875,66.5,68.25,49.8125,64.9375,42.6250807373,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7768053867,27.720323951,44.731350242,34.590038161,21.627576028,43.5483941453,42.4065982996,36.973812423,44.9229229133,33.780642327,3.0893515355,2.2712861543,2.81357323,4.8034418896,2.6317556115,1226.69794996,1237.68747208,1114.4265754,1415.05214535,1002.682318,84,"Jul",1996,FALSE,27,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,TRUE,74,323,74
"1996-07-30",3,8,69,115,0,4,12,"la","Tuesday",75.75,90,66,60.9375,69.1875,NA,NA,29.8733969107,44.7351912718,3.2470252955,1201.84781002,"1996-07-29","1996-07-28","1996-07-27","1996-07-26","1996-07-25",7,11,6,2,1,1,1,9,6,2,58,49,48,64,71,91,85,86,91,102,0,0,0,0,0,5,7,3,10,11,6,8,12,16,13,"la","la","la","la","la","Monday","Sunday","Saturday","Friday","Thursday",73.75,72,74.25,76,72.5,89,84,85,84,79,65,65,67,67,67,60,61.375,63.6875,65.25,63.8125,64.3125,72.8125,78.375,73.8125,79.125,NA,NA,NA,41.8582352941,NA,NA,NA,NA,NA,NA,23.0395632132,26.3201354149,25.4629986782,21.910411638,25.7796795983,40.5284101416,28.518096905,32.366503586,40.5170371351,33.825147561,2.2491694289,0.8550532146,2.4285619244,3.3308628692,2.4434045476,1237.9472689,879.388754,920.305845,1234.44521474,941.9873486,99,"Jul",1996,FALSE,31,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,TRUE,75,291,75
"1996-08-11",2,4,56,99,0,5,9,"la","Sunday",73.5,85,65,63.9375,78.0625,NA,NA,45.558169139,35.048967365,3.4561726444,648.0176376,"1996-08-10","1996-08-09","1996-08-08","1996-08-07","1996-08-06",5,4,8,2,6,7,8,4,7,5,37,51,64,58,52,87,96,109,93,85,0,0,0,0,0,5,7,7,7,7,12,15,11,14,12,"la","la","la","la","la","Saturday","Friday","Thursday","Wednesday","Tuesday",72.75,72.25,72,70.25,70.25,83,84,82,78,77,66,65,65,64,64,63.375,63.875,61.875,60.4375,59.25,79.125,81.75,79.875,76.375,75.4375,NA,NA,NA,37.483096687,NA,NA,NA,NA,NA,NA,45.430620511,40.066469451,33.591915145,29.2501327302,29.4116688171,40.4605204834,45.0490620444,36.535171512,33.683562071,23.969496853,4.8061840648,4.1618307743,3.1088122026,2.359914049,0.229788508,1108.3481499,1319.227948202,945.6652751,916.3051183,598.1359469,102,"Aug",1996,TRUE,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE,TRUE,76,282,76
"1996-08-21",6,5,63,98,0,7,12,"la","Wednesday",73.5,89,61,61.0625,67.75,NA,NA,35.850752157,52.916773785,5.2208356432,1500.75009004,"1996-08-20","1996-08-19","1996-08-18","1996-08-17","1996-08-16",7,0,4,3,4,6,9,7,5,3,57,54,47,59,57,92,86,100,100,93,0,0,0,0,0,7,5,3,8,5,13,14,10,13,8,"la","la","la","la","la","Tuesday","Monday","Sunday","Saturday","Friday",72.75,72.5,71.5,72.25,75.25,86,82,78,82,82,64,65,66,65,69,60,61.5,61.625,62.4375,65.25,69.8125,78,77.5625,81.8125,80,NA,38.6724994366,NA,NA,NA,NA,NA,NA,NA,NA,30.1712235003,33.812486767,31.1700762905,32.332987337,23.1365852028,43.9691397938,30.931440787,26.856335091,31.633516046,36.249987904,3.5330040917,3.7076318463,4.1404306402,4.5785485675,5.929233499,1223.66595173,754.9910851,711.9034069,836.2145664,976.7744321,100,"Aug",1996,FALSE,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE,TRUE,77,276,77
"1996-09-21",5,5,67,104,0,8,13,"la","Saturday",70.25,82,63,60.125,82,NA,NA,32.0337360135,32.709175917,1.117804567,911.7542011,"1996-09-20","1996-09-19","1996-09-18","1996-09-17","1996-09-16",8,7,3,2,6,4,6,1,7,4,57,60,54,70,59,95,97,92,107,103,0,0,0,0,0,11,9,2,7,6,15,15,3,14,10,"la","la","la","la","la","Friday","Thursday","Wednesday","Tuesday","Monday",72.25,70.5,70,69.75,69,85,82,76,81,75,65,63,64,62,64,63.4375,61.6875,61.375,59.9375,59.5,85.875,79.5,81.1875,75.0625,74.25,NA,NA,35.167721281,NA,NA,NA,NA,NA,NA,NA,31.8328757914,24.0380195081,26.4423011807,23.1501257239,23.3318893608,38.7003787439,37.6383531937,30.064763557,35.4898042,27.213558963,1.288597839,1.242618089,1.364118983,1.40010902,1.088971438,1134.498988,1255.82726696,1006.0569466,1173.9369737,722.5601656,103,"Sep",1996,TRUE,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,TRUE,78,296,78
