"city","n","mean.control","mean.treated","tau","var.control","var.treated","var.tau.unpaired","lower.CI.tau.unpaired","upper.CI.tau.unpaired","lower.CI.tau.paired","upper.CI.tau.paired","pop","ate_adj","IRR","lower.CI","upper.CI","IRR.pairs","lower.CI.pairs","upper.CI.pairs","IRR.covs","lower.CI.covs","upper.CI.covs","IRR.covs.unmatch","lower.CI.covs.unmatch","upper.CI.covs.unmatch","est.bayes","var.bayes","lower.CI.bayes","upper.CI.bayes","p_value_ATE","adjusted_p_value_ATE","fisher_ATE_low","fisher_ATE_high","p_value_RR","adjusted_p_value_RR","fisher_RR_low","fisher_RR_high"
"chic",76,222.421052631579,234.894736842105,12.4736842105263,263.655761024182,303.177809388336,14.9166729055926,4.90375087963597,20.0436175414166,6.02447606682509,18.9228923542275,2783485,0.448131899777664,1.05608140085231,1.02513260535109,1.08797330842211,1.05608140085177,1.02513260535114,1.087973308422,1.05114068088335,1.01933257957774,1.08394895571485,1.02865723283138,1.01788427269978,1.03954633256015,12.4953694103632,9.58626037692148,6.42687883494158,18.5638599857849,5e-05,0.00022,6.0526329144,18.94736842048,0.00543,0.0269,1.011032,1.09491
"la",118,291.966101694915,300.423728813559,8.45762711864404,283.929865575687,427.075978959673,12.0509465175485,1.65359036522963,15.2616638720585,1.68800754742428,15.2272466898639,3485567,0.242647096401935,1.02896783931553,1.00761619774251,1.05077412991816,1.02896783931267,1.00761619774251,1.05077412991814,1.03896492797314,1.01332509028617,1.065258959356,1.02423476101443,1.01561582175131,1.03292622442622,8.56921764403743,6.54251254277496,3.55586385796525,13.5825714301096,0.00848,0.04046,1.433333333684,15.5517241382,0.01263,0.06167,1.00461,1.0746
"ny",64,348.21875,368.53125,20.3125,735.273185483871,1127.99899193548,58.2272555443548,5.35636998922537,35.2686300107746,10.288675089943,30.336324910057,7322564,0.277396005005897,1.05833258550323,1.03128311436111,1.0860984255963,1.05833258547964,1.03128311436123,1.08609842559617,1.0567760732295,1.0225581075361,1.09215151486949,1.03853742734427,1.02949587437737,1.04765923154259,20.5389742945178,33.5849095223842,9.18028649965383,31.8976620893817,0,0,11.1875,29.5,0.00464,0.02303,1.014272,1.10608
"pitt",82,83,83.4634146341463,0.463414634146346,106.7,91.5548780487805,4.83548483045806,-3.84657359375958,4.77340286205227,-3.77697489086232,4.70380415915501,369962,0.125260062964939,1.00558330884514,0.958982396394904,1.05445095856084,1.00558330884514,0.958982396394903,1.05445095856084,0.988208888912412,0.939476824280183,1.0394574299225,1.0145068677054,0.996598889948909,1.03273885514285,0.422882770233526,1.09655040458752,-1.62955676219207,2.47532230265912,0.41837,0.93194,-3.5500000002,4.449985714,0.62848,0.99241,0.921362,1.0616
"seat",66,58.9090909090909,62.6363636363636,3.72727272727273,59.4602272727273,45.4886363636364,3.18026859504132,0.231944440157088,7.22260101438837,0.85238767773952,6.60215777680593,516262,0.721973092591112,1.06327160493827,0.999441809956086,1.13122232957649,1.06327160493827,0.999441809956086,1.13122232957649,1.07649267874292,0.999442467512334,1.15957107481462,1.03140173722556,1.00132945803534,1.06235205908038,3.65583236947249,0.913184352011433,1.78284304577438,5.52882169317061,0.0078,0.03782,0.7058823533,6.647058823,0.01434,0.06971,1.008,1.1530368
